Монитор ЖК SAMSUNG SyncMaster S23B300/Гарантия!,24 900 тг.,https://www.olx.kz/d/obyavlenie/monitor-zhk-samsung-syncmaster-s23b300-garantiya-IDlRCtR.html,7a6edef94667b7abc4bb0379fe4d4405
"Продам отличный монитор для работы 27"" iiyama ProLite XUB2790HS",45 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/prodam-otlichnyy-monitor-dlya-raboty-27-iiyama-prolite-xub2790hs-IDnzOPs.html,567c82bd7c01680a1b7a37aa38740431
Продам монитор hp,10 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-hp-IDmJCu2.html,ba94b6f486149ceecdfada3c9acb22ce
"‼️Timing‼️Бу мониторы с гарантией от 7000тг, Момышулы 17а",7 000 тг.,https://www.olx.kz/d/obyavlenie/timingbu-monitory-s-garantiey-ot-7000tg-momyshuly-17a-IDiQX9O.html,78d74dddd4d6cbb3069a433141801b7e
Срочно продам монитор,45 000 тг.,https://www.olx.kz/d/obyavlenie/srochno-prodam-monitor-IDnyCeg.html,9e11112e78941feb625a38620331694a
Игровой Монитор Benq ZOWIE XL2546K,299 990 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-benq-zowie-xl2546k-IDnmvFO.html,256124e86ed3f4d2a815bff75c75a5a6
Продам Монитор,5 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-IDnzOCu.html,c5dc63464976645988180a7b2ec385f8
Продам рабочий компьютер,40 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/prodam-rabochiy-kompyuter-IDnhr6t.html,cb25d0524491e0f97ad99992d703d285
Монитор Samsung C24F390 - 24 FullHD/60Hz/HDMI/VGA/VA,62 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-samsung-c24f390-24-fullhd-60hz-hdmi-vga-va-IDnhqLs.html,9f1682587b3cc876543cce60c8a0a2b0
Монтиор LG,15 000 тг.,https://www.olx.kz/d/obyavlenie/montior-lg-IDm9uvC.html,286d9a8a550b32fea1a6adf656f0ed9e
"Продам Монитор 1680x1050, полностью рабочий",11 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-1680x1050-polnostyu-rabochiy-IDn9Zvn.html,57d10aeb82d49dc4d5742e1e603d96b3
Каспи 0-0-12 Монитор Philips 24’дюйм 75Hz! В отличном состоянии!!!,47 000 тг.,https://www.olx.kz/d/obyavlenie/kaspi-0-0-12-monitor-philips-24dyuym-75hz-v-otlichnom-sostoyanii-IDnmss3.html,2bd111fdbce11829ef21e08cea109297
"Монитор Philips 190VW/19"" + Гарантия!",15 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-philips-190vw-19-garantiya-IDnymkq.html,beb53ee94e6e202291765daaa315ec94
"Монитор  Acer RG241Y/ 23.8"" + Гарантия!",85 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-acer-rg241y-23-8-garantiya-IDnymim.html,a024be4b49cf21cc9e3f0e958063c0d6
"Монитор HP LE1901w/19"" + Гарантия!",14 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-hp-le1901w-19-garantiya-IDnrnY0.html,3a610273934a1a26e4813734230bba6c
"Монитор Acer H193HQV /18,5"" + Гарантия!",13 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-acer-h193hqv-18-5-garantiya-IDnqXwz.html,608b2849048b8a819c0507e15e2d2980
ℹ Мониторы в большом ассортименте от 17'. Timing_laptop,6 999 тг.,https://www.olx.kz/d/obyavlenie/monitory-v-bolshom-assortimente-ot-17-timing-laptop-IDkWSi1.html,0aad4c10738ce407f8ed2c213d8bc9d5
Современные мониторы по низким ценам. Гарантия. Богенбай Батыра 48,15 000 тг.,https://www.olx.kz/d/obyavlenie/sovremennye-monitory-po-nizkim-tsenam-garantiya-bogenbay-batyra-48-IDmae1m.html,0f6aa4450ecf385197a1e5cd5664a7cf
"Новый HDMI монитор 24 дюйм, Full HD. Гарантия 1 год. Скидки!",51 500 тг.,https://www.olx.kz/d/obyavlenie/novyy-hdmi-monitor-24-dyuym-full-hd-garantiya-1-god-skidki-IDnwBql.html,7c2b5edd6e70d1166e34f33142c7f514
"Монитор  Acer RT240Y/ 23.8"" + Гарантия!",55 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-acer-rt240y-23-8-garantiya-IDnyfx0.html,23f2e7361b48164c154edb3d9923e7d7
"Монитор Samsung SyncMaster P2250/ 21.5"" + Гарантия!",20 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-samsung-syncmaster-p2250-21-5-garantiya-IDnx77T.html,9bcce812be36faf53cba7377cdcef8ef
"Samsung 27""IPS FullHD",100 000 тг.,https://www.olx.kz/d/obyavlenie/samsung-27-ips-fullhd-IDlttDj.html,178dc4a7bf20879764899d62f26057ff
Продам Монитор  FUJITSU-SIENENS На Запчасти микросхемы,1 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-fujitsu-sienens-na-zapchasti-mikroshemy-IDntw4H.html,09ea43ce3aa4e95f293fb6fea72f977d
"Продам мониторы от 15"" до 22""",4 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitory-ot-15-do-22-IDjUpZC.html,bebb297cc368729c5ca1d17e9b7b9ebc
"Монитор DELL E2720HS - 60Hz 27"" FullHD, IPS, HDMI, VGA
• Дисплей - 27",92 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-dell-e2720hs-60hz-27-fullhd-ips-hdmi-vga-displey-27-IDnwcs0.html,de040e89f7c07f90697d41037204f9cd
"Мониторы новые в упаковке Sanc 27"" FullHD 75Hz",60 000 тг.,https://www.olx.kz/d/obyavlenie/monitory-novye-v-upakovke-sanc-27-fullhd-75hz-IDnuBFu.html,88a5b5da84137e43911985b4b25e11cc
"Монитор 17 дюймов. Без дефектов, работает отлично.",10 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-17-dyuymov-bez-defektov-rabotaet-otlichno-IDnzKih.html,22242d42c68d199dc2cacc8e38e836bb
Продам Монитор 19. Разрешения экрана подходит для видео-наблюдения.,16 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-19-razresheniya-ekrana-podhodit-dlya-video-nablyudeniya-IDnzJHQ.html,48469ff299eddf27f591a099f5d3f468
"Профессиональный монитор LG 23 дюйма. Матовый экран, IPS . Full HD.",55 000 тг.,https://www.olx.kz/d/obyavlenie/professionalnyy-monitor-lg-23-dyuyma-matovyy-ekran-ips-full-hd-IDnzJzu.html,e1d63ef189792edf2d4b68f10d9e100f
